country,region,year,water_source_type,contaminant_level,ph,turbidity,dissolved_oxygen,nitrate,lead,bacteria_count,water_treatment_method,clean_water_access,diarrheal_cases,cholera_cases,typhoid_cases,infant_mortality_rate,gdp_per_capita,healthcare_access,urbanization,sanitation_coverage,rainfall,temperature,population_density,total_disease_cases,risk_level
Ethiopia,East,2016,Pond,2.07,7.28,4.51,8.0,16.04,7.67,681,Chlorination,62.01,185,3,22,62.87,1225,48.83,25.21,45.54,862,17.0,111,210,High
India,North,2004,River,2.6,7.14,3.95,6.46,24.98,6.7,490,Boiling,75.01,125,7,14,43.34,2536,64.39,40.88,77.24,1123,25.68,543,146,High
Indonesia,West,2006,Well,2.28,6.76,2.09,6.17,19.76,3.85,153,Boiling,86.3,63,0,5,29.53,4615,65.55,62.47,72.01,3600,28.17,141,68,Medium
India,West,2017,Spring,1.96,7.37,1.37,7.04,19.85,3.64,389,None,79.62,67,2,6,40.56,2590,50.18,35.41,75.47,1438,23.19,398,75,Medium
Brazil,East,2020,Tap,0.02,6.36,1.68,7.56,5.54,1.53,3,Filtration,93.2,14,0,0,13.87,10289,82.93,91.39,87.32,1600,28.02,26,14,Low
USA,West,2021,Lake,2.38,7.07,3.72,7.33,15.95,7.46,697,None,97.38,122,0,13,16.06,45785,83.8,73.31,88.5,764,14.24,26,135,High
Nigeria,East,2006,River,3.0,7.2,4.51,5.58,19.3,7.8,723,Boiling,65.98,188,14,22,75.59,2445,51.18,57.03,60.9,648,29.95,288,224,High
Pakistan,South,2016,Spring,0.23,6.72,1.13,7.77,8.23,2.53,4,Chlorination,72.53,24,0,1,65.77,1620,50.6,36.82,67.42,457,26.78,319,25,Low
USA,Central,2006,River,3.17,7.1,7.25,6.12,17.18,7.82,1113,None,96.88,126,2,8,9.68,54085,76.51,75.39,99.47,1210,15.15,29,136,High
Pakistan,South,2003,Pond,3.22,7.21,6.53,6.73,20.12,8.61,914,Filtration,67.58,168,20,21,69.68,1554,56.52,45.15,66.18,609,24.1,341,209,High
Indonesia,East,2007,River,4.19,7.34,6.35,6.7,32.13,9.25,1249,None,76.49,223,9,18,36.2,4240,60.08,56.2,77.76,2546,20.66,152,250,High
Bangladesh,East,2012,River,4.0,7.76,8.35,5.01,36.62,5.97,2024,None,72.4,282,11,23,40.08,2715,61.95,43.87,60.97,2182,27.42,974,316,High
Mexico,South,2003,River,2.89,7.23,4.87,6.3,15.59,4.52,730,None,94.85,126,7,9,18.85,9226,69.32,79.09,81.95,618,21.09,77,142,High
China,North,2005,River,1.79,7.81,4.04,7.51,11.94,4.46,396,Chlorination,88.77,81,2,11,15.24,12912,74.3,62.6,83.55,815,12.81,110,94,Medium
USA,North,2024,Lake,0.55,6.97,1.31,9.0,9.68,2.57,52,Filtration,96.77,33,0,3,6.85,51213,77.65,90.0,90.32,882,14.46,59,36,Low
Nigeria,North,2004,Spring,1.62,6.72,1.71,7.36,14.3,5.16,196,Filtration,64.5,120,0,12,78.73,2119,39.34,57.28,51.53,1126,24.94,186,132,High
India,East,2011,Pond,3.19,6.96,4.78,5.81,23.96,5.69,636,Boiling,68.29,175,12,19,42.33,2691,61.61,32.58,67.16,1350,23.63,528,206,High
Nigeria,West,2003,River,1.92,7.09,1.33,7.2,14.06,7.88,508,Boiling,62.48,102,11,10,69.34,2444,45.3,53.11,48.47,906,26.6,259,123,Medium
Indonesia,East,2023,River,3.42,6.85,6.01,5.95,28.68,6.88,1040,None,76.17,226,10,18,33.27,5023,66.34,61.01,82.95,2108,24.43,170,254,High
Pakistan,West,2008,River,2.75,6.97,1.9,6.45,19.77,8.62,556,Boiling,66.93,114,6,8,72.51,1671,54.95,33.32,63.29,422,27.21,275,128,High
India,South,2003,River,2.0,6.86,3.11,5.56,21.8,2.14,428,Filtration,76.19,89,2,9,32.96,2671,59.33,45.1,76.72,1014,26.14,288,100,Medium
China,Central,2018,Well,1.98,7.27,2.22,6.99,16.27,5.05,329,None,94.75,58,2,3,12.3,13399,79.28,61.47,96.26,820,14.43,140,63,Medium
China,West,2023,Well,1.07,7.93,2.64,7.9,11.02,1.36,58,Boiling,96.68,21,0,2,6.74,13931,80.25,68.42,96.21,804,18.43,177,23,Low
USA,North,2013,Tap,0.19,8.0,0.66,8.38,6.57,1.07,3,Chlorination,99.7,12,0,2,10.22,54518,86.45,77.98,84.73,808,13.34,37,14,Low
Indonesia,East,2004,River,3.23,7.05,4.58,6.29,24.74,7.23,2021,Boiling,79.68,175,11,17,29.76,4832,60.37,56.19,77.46,2065,29.04,190,203,High
Bangladesh,South,2017,Tap,1.71,7.55,0.42,7.78,18.52,2.71,72,Chlorination,75.71,82,2,5,36.8,2986,49.57,41.57,72.76,2254,24.22,1050,89,Medium
Indonesia,North,2009,Lake,3.15,6.66,4.2,6.05,27.54,7.49,660,Boiling,74.5,180,7,16,29.89,4392,62.82,56.11,75.93,2758,30.58,175,203,High
Pakistan,South,2024,Tap,0.74,7.43,0.15,8.16,8.56,2.23,4,Filtration,71.87,19,1,1,72.94,1645,49.62,37.26,56.13,420,26.48,369,21,Low
Nigeria,Central,2018,Spring,1.54,6.99,2.26,7.25,16.07,3.65,151,Boiling,63.91,88,1,7,76.69,2275,48.27,61.25,56.55,1214,27.82,203,96,Medium
China,East,2011,Well,0.7,6.54,0.15,7.97,10.03,1.03,3,Chlorination,92.86,14,0,2,8.9,10842,76.74,58.4,86.27,655,15.29,137,16,Low
Nigeria,East,2017,Well,2.37,6.59,2.31,7.18,17.63,5.81,180,Chlorination,60.31,72,3,4,69.4,2342,42.41,53.65,51.52,1283,29.87,378,79,Medium
Nigeria,Central,2016,River,3.0,6.83,5.36,6.21,23.48,8.61,1160,Boiling,50.52,226,10,29,81.81,2041,45.04,50.0,42.8,1409,28.7,224,265,High
Nigeria,East,2023,River,3.71,7.1,8.91,5.19,19.85,12.23,2431,None,53.35,367,17,34,84.6,1985,40.22,56.33,34.45,673,26.6,218,418,High
China,West,2010,Lake,0.76,7.5,1.51,8.26,11.05,1.41,63,Chlorination,90.75,29,0,7,14.24,13588,79.38,69.37,85.74,1076,11.92,125,36,Low
Ethiopia,South,2002,Pond,2.79,6.53,6.13,6.89,17.33,6.67,677,Filtration,55.76,197,14,14,67.13,1157,45.22,21.79,35.88,756,19.29,179,225,High
Brazil,North,2022,Lake,2.25,7.11,2.39,7.35,16.83,2.51,277,Boiling,91.38,77,0,7,16.53,9790,78.39,87.69,81.58,1865,23.21,20,84,Medium
Pakistan,Central,2016,Spring,0.89,6.93,0.62,7.0,11.01,0.05,18,Chlorination,72.37,26,3,0,60.97,1647,48.37,46.27,68.71,338,21.1,308,29,Low
Ethiopia,West,2000,River,2.0,7.69,3.83,7.36,11.76,7.05,550,Boiling,58.1,193,11,15,61.46,1094,37.93,19.93,35.58,835,17.23,84,219,High
Pakistan,North,2014,River,2.63,7.04,3.45,7.12,15.73,5.86,526,Boiling,64.09,117,11,24,71.13,1748,57.21,38.71,69.98,543,24.7,329,152,High
India,North,2008,Lake,2.97,7.31,4.7,5.99,20.72,4.34,890,None,77.31,132,3,14,41.14,2845,59.46,33.21,73.12,1362,23.29,550,149,High
Indonesia,Central,2014,Lake,3.4,6.51,3.53,6.94,26.12,5.92,799,Boiling,83.17,110,0,12,29.58,4835,69.67,60.45,68.75,2621,25.98,132,122,Medium
Indonesia,West,2023,Lake,1.73,7.49,1.88,7.39,17.95,6.43,396,Boiling,81.57,110,3,13,29.07,5089,62.42,57.26,77.61,1688,26.51,157,126,High
Mexico,North,2002,Well,0.8,7.6,0.15,8.86,12.15,1.28,68,Boiling,90.66,29,2,5,23.85,8919,73.96,80.0,95.78,800,18.86,68,36,Low
Indonesia,North,2021,Tap,0.61,7.05,0.99,8.43,13.55,3.96,3,Filtration,80.59,29,0,2,26.15,4888,64.89,55.99,77.65,2100,23.11,188,31,Low
China,West,2018,Tap,0.71,7.55,0.51,8.88,9.56,2.99,3,Boiling,99.7,14,0,0,8.19,15783,79.05,63.36,95.5,1295,13.37,175,14,Low
Bangladesh,East,2012,River,3.39,6.78,5.09,6.51,28.82,6.98,900,Filtration,72.86,186,5,17,31.36,2738,62.18,40.57,70.82,1873,27.61,1007,208,High
USA,North,2011,Well,0.67,7.49,1.03,8.34,14.64,3.93,87,Boiling,97.73,33,0,3,10.75,52776,89.17,78.16,94.46,1263,11.94,29,36,Low
Mexico,South,2019,Lake,3.16,6.96,4.76,6.58,20.32,7.11,519,None,83.01,125,7,12,22.85,10558,73.77,77.03,85.87,977,20.13,46,144,High
USA,West,2000,River,2.7,7.13,5.13,7.27,16.52,5.31,655,None,91.59,82,6,12,9.62,43679,95.3,80.18,87.24,782,9.14,44,100,Medium
Pakistan,North,2020,Well,1.46,6.63,1.16,7.1,12.82,3.27,59,Chlorination,73.49,57,3,3,62.7,1803,53.67,35.18,72.89,507,19.75,329,63,Medium
USA,Central,2016,Spring,0.45,6.66,0.66,8.73,8.67,3.6,6,Boiling,99.7,12,0,0,5.66,55446,99.0,83.8,91.83,768,15.58,38,12,Low
USA,South,2012,Pond,2.82,6.85,7.21,6.48,18.48,5.93,886,None,99.7,88,3,21,10.4,50294,93.27,83.65,94.19,850,15.55,40,112,Medium
Mexico,North,2000,Well,1.94,7.37,2.86,6.55,11.07,6.97,334,None,87.81,76,3,1,17.56,9589,73.29,78.68,83.24,546,20.19,65,80,Medium
India,South,2009,River,2.85,6.84,2.77,5.38,20.78,5.4,415,Boiling,70.97,124,6,19,44.63,2207,57.81,34.07,67.51,1086,26.11,655,149,High
Nigeria,South,2014,Tap,0.55,7.19,1.25,7.76,17.98,1.74,9,Chlorination,62.21,48,2,5,71.2,2078,43.76,56.02,40.53,1168,27.48,184,55,Low
Indonesia,East,2006,Lake,2.31,7.23,3.62,6.86,25.49,4.49,510,Filtration,74.8,192,4,16,32.14,4520,63.92,55.79,70.79,2236,23.92,243,212,High
Indonesia,South,2021,Pond,4.01,6.48,8.51,6.64,27.33,10.82,1346,None,77.95,264,12,27,35.08,4751,70.28,53.88,74.38,1847,29.97,140,303,High
China,East,2017,Spring,1.56,7.56,0.15,7.64,10.27,4.2,200,None,93.87,47,1,0,8.86,12942,81.47,65.42,99.5,873,16.3,130,48,Low
Mexico,West,2015,Pond,2.06,6.98,3.62,8.24,16.4,2.59,227,Filtration,90.32,66,0,7,14.2,11745,79.27,81.05,85.41,996,21.77,54,73,Medium
China,East,2013,Pond,3.02,7.05,5.98,6.32,16.67,6.75,844,None,95.47,156,5,17,18.45,10989,76.56,66.51,76.98,773,13.48,83,178,High
Bangladesh,Central,2017,Well,2.64,6.5,1.9,7.48,24.17,5.65,277,Filtration,69.2,141,1,13,42.1,2477,47.38,38.54,64.38,2479,26.38,1555,155,High
Bangladesh,North,2006,River,3.48,7.0,5.71,6.73,32.26,7.0,1551,Filtration,72.63,189,19,27,41.96,2716,48.67,42.84,64.41,2712,26.0,1120,235,High
China,West,2016,River,0.8,7.13,1.68,7.46,16.85,4.47,123,Chlorination,92.64,45,1,3,16.28,11339,74.56,67.59,97.41,1027,14.0,183,49,Low
Mexico,West,2017,Pond,2.68,7.55,3.1,6.45,16.71,7.9,490,Filtration,94.51,83,4,10,19.05,10268,70.27,83.11,89.91,839,21.21,52,97,Medium
China,Central,2011,Lake,1.58,7.18,1.72,6.9,18.81,2.15,172,Filtration,88.23,59,3,9,19.18,11295,69.19,66.46,86.0,1334,13.55,114,71,Medium
Indonesia,East,2007,River,2.54,7.31,4.22,6.96,22.5,8.35,454,Filtration,73.65,115,8,10,30.69,4651,68.1,63.63,72.64,2578,26.9,198,133,High
Ethiopia,North,2021,Pond,3.11,7.15,3.33,7.53,17.16,7.81,454,Filtration,49.18,174,4,16,65.48,1134,39.17,28.5,42.16,870,16.19,120,194,High
Brazil,East,2001,River,3.67,6.77,8.98,6.04,20.5,7.12,897,None,93.98,136,10,26,32.02,8033,67.37,86.98,81.21,1812,25.98,22,172,High
USA,South,2006,Lake,1.06,6.84,1.46,7.89,13.26,3.7,81,Filtration,92.02,43,1,2,9.25,54594,94.48,87.14,99.5,1167,17.13,26,46,Low
Brazil,East,2003,Spring,2.01,7.06,0.63,8.46,15.6,5.54,143,None,82.65,77,1,5,19.35,7962,65.65,87.07,81.8,1511,22.97,25,83,Medium
Mexico,West,2017,Pond,2.73,7.78,3.36,7.63,9.78,4.06,230,Boiling,94.0,54,2,10,14.93,11324,83.92,71.97,92.79,654,15.79,71,66,Medium
Brazil,North,2005,Tap,0.92,6.64,0.15,7.73,16.23,1.25,5,Boiling,89.04,13,1,3,16.72,7878,69.47,90.25,71.76,1920,27.52,18,17,Low
Bangladesh,East,2008,Tap,0.7,6.91,0.32,7.97,20.63,3.94,23,Filtration,77.18,43,0,2,35.94,2851,56.41,46.08,64.43,1887,25.77,1246,45,Low
Pakistan,North,2008,Pond,2.03,7.31,2.05,7.26,16.1,7.46,397,Chlorination,64.15,126,5,15,65.74,1634,54.59,42.76,61.54,428,25.19,213,146,High
USA,North,2013,Well,0.75,6.72,0.97,8.68,6.9,2.95,3,Chlorination,94.26,11,0,1,11.07,43209,92.88,78.51,87.08,901,11.75,36,12,Low
Nigeria,South,2007,Spring,2.58,6.81,4.05,6.68,17.03,6.73,674,None,64.93,145,4,5,69.48,2546,45.32,55.82,48.9,1160,29.05,208,154,High
Mexico,South,2018,Well,2.05,7.77,1.56,6.7,14.95,2.71,145,None,99.26,58,3,7,15.45,11454,72.05,80.68,89.15,831,19.27,58,68,Medium
USA,West,2002,Tap,1.19,7.45,0.15,9.15,9.78,1.99,5,Boiling,99.6,15,0,0,6.51,50683,88.72,81.17,87.57,1053,16.85,38,15,Low
Brazil,Central,2017,Lake,3.35,6.67,5.23,6.37,21.93,3.91,844,None,92.17,107,5,16,22.91,8942,71.13,87.33,86.33,1410,25.07,32,128,High
Bangladesh,North,2004,Pond,2.89,7.45,4.72,6.34,24.07,7.1,783,Chlorination,71.42,114,3,7,38.12,2593,55.01,39.6,66.07,1564,22.79,1321,124,Medium
India,Central,2013,River,2.69,7.04,4.41,6.44,21.66,5.6,394,Boiling,73.68,111,6,12,39.8,2453,63.52,36.74,66.85,1193,20.07,422,129,High
Ethiopia,West,2003,Tap,1.05,7.87,0.68,8.02,8.02,2.83,27,Filtration,47.26,38,0,7,58.02,1203,37.15,24.62,38.91,1036,21.71,142,45,Low
Nigeria,North,2006,Spring,2.57,7.46,3.44,6.84,19.61,5.58,530,None,63.02,147,5,13,70.24,2598,60.66,53.39,55.75,1410,29.09,306,165,High
Ethiopia,North,2019,Tap,1.18,7.18,0.93,8.09,11.53,3.79,13,Filtration,57.06,29,0,1,63.68,1226,48.09,20.04,45.01,889,20.98,74,30,Low
USA,Central,2024,Spring,1.05,7.17,3.45,7.25,12.73,4.91,357,None,99.7,64,0,6,13.57,57610,87.64,85.11,94.02,880,10.43,33,70,Medium
Bangladesh,East,2011,Spring,1.91,7.31,1.91,6.93,26.28,4.35,110,Chlorination,69.48,72,3,13,41.43,2771,61.54,47.2,61.99,2304,27.67,1001,88,Medium
Bangladesh,South,2001,Pond,4.1,6.96,10.33,4.74,28.7,11.44,2298,None,70.04,319,22,33,40.87,2687,53.91,35.97,65.77,2265,26.12,1189,374,High
Brazil,East,2010,Spring,0.44,7.22,0.15,8.18,9.07,1.33,3,Chlorination,88.55,16,0,1,18.54,9770,69.46,95.5,80.41,1572,24.4,20,17,Low
Indonesia,Central,2013,Well,1.86,6.66,0.19,7.7,22.07,1.29,95,Chlorination,83.73,44,0,3,31.44,4849,61.88,59.24,79.05,2793,25.28,146,47,Low
Brazil,South,2021,Lake,2.01,6.42,2.28,7.1,15.48,4.7,417,Filtration,90.81,59,3,10,17.97,10180,74.92,90.87,80.21,1820,26.15,20,72,Medium
Indonesia,East,2022,Tap,1.85,6.98,1.81,7.65,18.0,4.3,58,None,87.58,52,2,6,26.32,5304,69.05,63.91,80.04,1936,26.49,228,60,Medium
Indonesia,South,2015,Lake,2.91,7.1,2.64,6.64,23.7,5.06,522,Filtration,77.78,107,2,11,28.92,4714,64.77,62.32,77.44,2782,27.88,188,120,Medium
Nigeria,North,2019,River,2.8,6.86,3.69,5.89,19.07,8.25,652,Chlorination,59.64,162,6,24,81.23,2240,52.0,52.63,52.28,1653,26.08,215,192,High
Brazil,East,2005,Tap,0.49,6.74,0.15,7.73,9.33,3.17,3,Chlorination,86.72,13,0,0,13.78,9387,80.66,77.34,85.91,1570,25.69,31,13,Low
India,South,2022,Lake,1.16,6.58,1.47,6.93,12.88,3.83,163,Chlorination,76.69,71,3,6,34.86,2684,64.49,40.54,76.18,925,23.42,447,80,Medium
China,South,2003,Lake,1.29,7.41,0.15,7.91,13.85,4.82,90,Chlorination,91.75,45,1,2,8.19,10808,81.97,59.99,79.19,1031,15.57,141,48,Low
China,South,2014,Pond,1.91,6.74,2.34,7.18,10.37,3.93,281,Boiling,93.08,87,4,8,9.54,13922,77.32,58.32,88.45,1244,14.15,119,99,Medium
Brazil,East,2023,Pond,3.18,6.4,4.16,6.89,16.65,8.21,611,Chlorination,90.64,127,5,10,17.37,8724,72.79,90.95,84.06,1975,25.09,24,142,High
Brazil,West,2024,River,3.08,6.91,8.48,4.78,20.51,8.97,1415,None,85.85,135,6,27,20.69,8731,77.92,80.04,75.62,1524,27.44,35,168,High
Ethiopia,East,2000,Spring,1.73,6.68,0.15,7.97,10.42,4.69,109,Chlorination,52.63,59,1,4,59.43,1252,41.89,22.26,46.02,1296,19.22,112,64,Medium
Nigeria,Central,2006,Tap,0.73,7.12,0.38,7.48,13.45,3.26,8,Boiling,64.14,35,0,2,76.66,2442,50.31,54.21,49.0,933,31.44,311,37,Low
Brazil,East,2024,Pond,5.06,7.21,9.98,5.43,28.94,10.11,1895,None,87.7,191,15,26,28.11,8576,72.03,83.78,84.63,2351,22.16,31,232,High
Ethiopia,South,2011,Tap,0.46,7.9,0.96,8.17,9.88,3.02,11,Boiling,46.44,31,0,2,68.87,1038,39.56,22.07,33.97,845,18.68,109,33,Low
Indonesia,North,2009,River,2.46,6.78,3.68,6.2,22.37,4.75,512,Boiling,83.97,141,4,12,24.23,4820,77.26,54.75,68.85,2627,23.3,134,157,High
Bangladesh,East,2004,Pond,4.71,7.4,8.26,6.16,31.31,9.89,1718,None,72.88,283,11,32,43.46,2943,53.23,39.19,66.15,2191,24.5,1441,326,High
Bangladesh,East,2011,Pond,3.13,6.67,4.9,5.01,28.53,9.24,756,Boiling,74.41,221,14,13,42.37,2883,66.22,32.51,65.71,2320,27.28,1690,248,High
Indonesia,South,2017,Spring,1.68,7.38,0.15,7.15,20.46,7.13,105,Chlorination,76.36,53,3,3,27.76,5370,72.72,61.4,80.14,1991,27.61,146,59,Low
Mexico,North,2009,Tap,0.66,7.31,0.6,8.85,8.59,2.42,3,Filtration,91.34,13,0,1,17.13,9947,74.33,83.93,94.25,649,18.19,64,14,Low
Ethiopia,North,2005,Tap,1.09,6.66,0.15,8.66,12.26,2.64,14,Filtration,50.45,44,0,5,68.61,1266,46.89,22.13,39.14,774,18.49,109,49,Low
Ethiopia,Central,2011,Tap,0.54,7.33,0.63,9.57,8.14,4.47,5,Filtration,48.89,34,1,1,61.37,1217,35.35,21.63,41.69,752,16.38,151,36,Low
Indonesia,East,2006,Spring,2.5,7.0,2.78,6.95,23.86,5.66,534,None,77.78,81,7,16,27.26,4725,67.25,59.78,72.33,2314,23.57,141,104,Medium
India,North,2017,Pond,3.56,7.64,8.01,5.68,23.89,7.85,952,None,70.37,198,8,25,40.17,2506,52.19,33.29,74.1,906,23.29,639,231,High
Pakistan,North,2001,River,3.33,7.22,6.83,5.89,19.43,9.89,1011,None,64.21,183,10,28,66.85,1499,43.64,34.99,64.63,541,26.41,196,221,High
USA,West,2009,Tap,0.15,6.87,1.17,9.61,8.12,0.31,3,Filtration,86.76,9,1,1,8.31,46387,86.71,88.09,87.4,1015,12.86,35,11,Low
Indonesia,West,2014,Lake,2.75,6.77,3.2,7.04,24.07,4.99,464,Filtration,81.44,149,4,7,25.97,4603,64.65,58.9,74.77,2686,26.06,192,160,High
Brazil,North,2011,Spring,1.48,7.19,1.94,7.22,16.71,2.79,329,None,95.02,55,3,6,18.89,9022,74.4,92.1,74.02,1784,25.16,17,64,Medium
Brazil,Central,2016,Well,2.3,7.16,1.86,6.65,17.32,2.82,93,Filtration,86.69,61,1,7,15.89,9160,71.0,86.45,88.59,2342,24.94,26,69,Medium
Nigeria,North,2003,River,2.65,6.73,4.03,6.86,20.53,5.38,658,Boiling,67.82,148,5,9,78.36,2059,41.88,55.28,44.56,1327,25.26,258,162,High
Indonesia,South,2006,Lake,2.19,7.01,3.61,6.83,24.59,8.51,537,Boiling,84.83,113,4,8,36.02,4412,62.13,56.39,59.85,1798,26.91,123,125,High
Nigeria,East,2008,Tap,2.25,7.48,1.69,6.99,14.33,5.62,105,Filtration,62.2,75,4,5,70.98,2190,46.0,51.41,51.03,1035,29.79,189,84,Medium
Indonesia,Central,2018,Well,2.13,7.75,3.99,6.52,23.42,5.7,402,None,83.68,79,7,14,28.09,4875,64.29,60.21,76.19,2332,25.81,166,100,Medium
Ethiopia,South,2022,River,1.4,6.39,1.27,7.13,11.3,4.42,175,Chlorination,51.45,104,3,4,59.03,1276,47.61,22.2,40.28,1022,17.89,118,111,Medium
USA,Central,2006,Spring,0.02,7.45,0.15,9.28,4.85,0.53,3,Chlorination,99.33,13,0,1,6.07,48477,92.54,74.5,99.5,975,12.89,38,14,Low
Ethiopia,South,2022,Well,1.59,7.0,2.7,7.57,11.75,4.59,102,Filtration,57.13,66,2,7,57.74,1398,53.27,20.76,44.32,657,18.25,171,75,Medium
Pakistan,East,2001,Pond,2.79,6.73,4.71,6.88,13.78,7.55,512,Chlorination,75.36,149,9,12,70.59,1594,47.08,40.98,61.28,461,25.24,296,170,High
Bangladesh,East,2005,Well,2.99,6.76,5.28,6.39,25.85,8.43,537,None,70.6,191,13,17,41.13,2772,49.63,35.79,71.32,2052,22.62,1700,221,High
China,West,2017,Lake,1.71,7.19,0.15,8.33,14.12,3.29,146,Boiling,89.46,45,0,1,17.54,12668,75.85,67.52,85.56,694,15.03,157,46,Low
Indonesia,South,2005,River,3.04,7.08,4.25,6.69,23.53,5.71,602,Boiling,78.99,178,6,8,30.41,4516,63.82,56.49,76.67,2320,25.75,112,192,High
Pakistan,West,2012,Lake,2.73,6.78,6.11,7.05,16.48,4.25,727,None,70.02,118,6,8,65.08,1631,58.06,37.27,68.01,400,25.36,288,132,High
Bangladesh,South,2018,Lake,1.88,6.6,2.0,6.5,24.44,4.2,757,Chlorination,80.91,82,4,6,31.58,3196,67.6,37.69,75.8,2207,26.97,1359,92,Medium
Mexico,West,2001,Tap,0.85,7.46,0.84,8.14,10.7,2.95,3,Filtration,99.7,22,0,2,9.27,11370,76.67,79.47,91.27,1199,23.78,80,24,Low
USA,East,2011,Spring,0.87,7.04,1.13,9.21,10.67,1.5,35,Boiling,95.0,22,0,1,11.7,49495,87.89,82.47,93.07,893,11.05,43,23,Low
Nigeria,Central,2014,Well,1.62,7.19,1.51,7.26,16.43,5.94,107,Chlorination,58.17,106,1,9,78.06,2061,38.12,44.51,53.27,964,28.52,274,116,Medium
Nigeria,West,2013,River,2.11,6.12,3.44,6.91,15.26,6.55,410,Chlorination,51.11,160,8,25,81.49,2210,40.63,49.51,50.68,1174,29.33,248,193,High
Ethiopia,South,2005,Pond,3.27,7.28,3.77,6.65,15.73,8.77,810,Boiling,51.51,147,8,29,68.77,1109,31.72,20.05,48.54,959,17.86,105,184,High
Brazil,South,2017,Spring,1.21,7.4,0.15,9.15,15.32,1.34,10,Boiling,84.59,28,0,1,21.05,7840,73.89,86.79,78.54,2106,21.12,34,29,Low
Bangladesh,East,2004,Spring,1.6,7.25,0.91,6.49,18.49,4.27,160,Filtration,66.41,73,2,8,37.19,2833,47.21,37.3,68.82,1824,27.17,1206,83,Medium
Mexico,South,2017,River,2.04,6.75,3.02,8.06,12.68,6.9,623,None,99.7,108,2,6,20.03,10418,69.54,86.17,88.08,597,19.24,49,116,Medium
Pakistan,North,2002,Spring,0.55,7.56,1.26,7.92,9.74,0.05,14,Chlorination,65.08,28,0,1,68.49,1652,56.2,35.83,67.14,461,24.57,249,29,Low
USA,Central,2002,Tap,0.33,7.16,0.86,8.11,6.36,0.63,3,Filtration,96.52,8,1,2,2.0,53732,86.4,85.65,95.97,956,13.26,47,11,Low
Bangladesh,West,2021,Spring,1.79,7.2,2.39,8.28,23.38,3.48,122,Boiling,76.66,72,1,6,29.61,3019,53.73,41.38,64.0,2150,27.26,791,79,Medium
Mexico,Central,2021,Tap,1.7,7.53,0.57,8.12,7.33,4.48,130,None,90.01,43,0,1,14.36,11413,72.48,80.5,90.1,769,17.66,59,44,Low
China,East,2009,Well,2.88,7.05,2.7,7.2,23.68,6.2,324,None,88.42,86,3,6,12.88,12778,74.15,73.18,99.5,1231,16.7,141,95,Medium
Indonesia,West,2018,Well,1.57,7.39,0.48,7.02,16.87,2.71,102,Chlorination,84.29,45,0,7,29.57,5549,63.85,52.83,83.72,2530,26.65,153,52,Low
Nigeria,West,2002,Lake,3.86,6.15,8.22,6.41,22.18,8.2,990,None,61.06,226,14,26,85.03,2251,42.25,57.2,44.45,1124,24.91,180,266,High
Pakistan,North,2011,Tap,1.28,7.75,0.15,8.95,12.07,5.49,8,Boiling,70.57,33,0,2,60.54,1652,47.73,36.65,71.37,469,21.23,280,35,Low
Nigeria,East,2015,Pond,3.74,7.45,7.69,5.72,20.82,9.94,1696,Boiling,64.93,233,12,43,77.46,2379,38.96,50.85,51.35,1031,26.59,196,288,High
Pakistan,South,2016,Well,1.39,7.22,0.94,7.4,10.93,5.09,138,Boiling,68.92,80,0,3,61.98,1749,57.42,38.4,71.07,593,22.24,325,83,Medium
Ethiopia,North,2006,Spring,1.25,7.36,1.3,8.56,10.32,4.37,30,Filtration,50.28,38,1,2,66.97,1035,38.42,28.59,28.13,808,17.76,92,41,Low
Brazil,North,2012,River,2.2,7.43,2.21,7.21,12.29,6.97,373,Boiling,90.6,79,2,7,20.59,8832,68.67,90.71,81.11,1426,21.14,27,88,Medium
Pakistan,Central,2023,River,2.04,6.87,4.38,7.32,17.1,6.38,534,Filtration,67.21,158,2,14,69.8,1767,55.61,34.49,62.77,381,24.35,308,174,High
Nigeria,Central,2001,Tap,1.27,6.31,1.2,6.62,14.82,6.08,59,Boiling,59.49,56,0,5,71.7,2254,49.88,57.83,50.63,1010,27.97,242,61,Medium
Ethiopia,Central,2003,Pond,2.48,6.98,3.33,6.05,16.06,9.17,549,Boiling,46.86,163,8,23,66.6,1208,43.62,25.8,43.22,775,20.13,139,194,High
Pakistan,North,2009,Lake,3.39,7.5,5.25,5.86,19.06,9.11,743,None,69.66,136,2,13,73.38,1400,49.09,32.91,69.7,652,23.45,235,151,High
China,South,2006,Spring,0.8,6.8,0.15,8.02,9.18,0.36,3,Chlorination,96.48,10,0,2,9.24,12059,74.31,61.64,94.13,766,13.96,110,12,Low
Brazil,West,2023,Tap,0.92,7.61,0.15,9.2,15.72,2.1,3,Boiling,94.97,21,0,2,18.61,7920,68.94,94.29,76.38,1829,20.02,39,23,Low
Pakistan,Central,2016,River,3.44,6.3,8.47,6.66,19.57,7.13,1330,None,71.11,218,9,31,70.22,1805,49.37,37.09,71.42,478,22.15,226,258,High
Ethiopia,South,2019,Tap,1.66,6.55,0.77,8.25,13.82,4.56,193,None,54.74,106,0,5,55.57,1304,52.88,21.28,44.65,744,17.9,129,111,Medium
Bangladesh,East,2005,Spring,2.05,6.92,1.52,7.33,21.41,5.4,162,Chlorination,75.96,65,3,9,36.66,2787,49.91,42.67,61.24,2329,27.14,1504,77,Medium
